,Venue ID,Venue,Neighborhood 0,Distance to Neighborhood 0,Neighborhood 1,Distance to Neighborhood 1,Neighborhood 2,Distance to Neighborhood 2,Neighborhood 3,Distance to Neighborhood 3,Neighborhood 4,Distance to Neighborhood 4,Neighborhood 5,Distance to Neighborhood 5,Neighborhood 6,Distance to Neighborhood 6,Neighborhood 7,Distance to Neighborhood 7,Neighborhood 8,Distance to Neighborhood 8,Venue Address,Venue Category,Venue Latitude,Venue Longitude
919,4b802c7ff964a520405930e3,Yum Yum Donuts,Playa del Rey,489,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 1 3 9   W   M a n c h e s t e r   A v e ' ,   ' P l a y a   d e l   R e y ,   C A   9 0 2 9 3 ' ,   ' U n i t e d   S t a t e s ' ]",Donut Shop,33.958541680653475,-118.43883752832016
920,4b804ccff964a520c76530e3,Kacin's Tulip Cafe,Gallery Row,331,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 2 8   S t   V i n c e n t   C t   ( E n t r a n c e   o n   W e s t   7 t h   B e t w e e n   H i l l   &   B r o a d w a y ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 4 ' ,   ' U n i t e d   S t a t e s ' ]",Mediterranean Restaurant,34.046105,-118.25301
921,4b804d09f964a520d86530e3,Collector's Edge Comics,South Central,462,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 0 0 4   N   F a r w e l l   A v e ' ,   ' M i l w a u k e e ,   W I   5 3 2 0 2 ' ,   ' U n i t e d   S t a t e s ' ]",Bookstore,43.0568044591002,-87.88855457430381
922,4b80598df964a520536a30e3,Kim's Market,Venice,330,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 0 0   M i l d r e d   A v e ' ,   ' V e n i c e ,   C A   9 0 2 9 1 ' ,   ' U n i t e d   S t a t e s ' ]",Deli / Bodega,33.986951,-118.464692
923,4b809981f964a520108030e3,Isaac's Cafe,Wilmington,303,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 3 2   N   F r i e s   A v e ' ,   ' W i l m i n g t o n ,   C A   9 0 7 4 4 ' ,   ' U n i t e d   S t a t e s ' ]",Mexican Restaurant,33.778000397566565,-118.264719406127
924,4b80ab12f964a520f08430e3,Shakey's Pizza Parlor,Laurel Canyon,126,Valley Village,409,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 3 2 1   L a u r e l   C a n y o n   B l v d   ( a t   C h a n d l e r   B l v d ) ' ,   ' N o r t h   H o l l y w o o d ,   C A   9 1 6 0 7 ' ,   ' U n i t e d   S t a t e s ' ]",Pizza Place,34.16739419418445,-118.39675219713288
925,4b81b413f964a520c9b830e3,Groovy Spoon,Tarzana,131,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 5 0 3   R e s e d a   B l v d   ( a t   C l a r k   S t ) ' ,   ' T a r z a n a ,   C A   9 1 3 5 6 ' ,   ' U n i t e d   S t a t e s ' ]",Ice Cream Shop,34.169982,-118.536246
926,4b81d5b1f964a52075c030e3,T-Mobile,Panorama City,413,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 4 0 1   V a n   N u y s   B l v d   U n i t   5 8   ( a t   C h a s e   S t . ) ' ,   ' P a n o r a m a   C i t y ,   C A   9 1 4 0 2 ' ,   ' U n i t e d   S t a t e s ' ]",Mobile Phone Shop,34.2239715,-118.4498512
927,4b82be35f964a520c3e130e3,Pepe's Thrifty Shop,Del Rey,306,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 5 7 7   S   C e n t i n e l a   A v e   ( C u l v e r   B l v s . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 6 6 ' ,   ' U n i t e d   S t a t e s ' ]",Thrift / Vintage Store,33.991344,-118.421722
928,4b82edf3f964a520c6ed30e3,Pharmaca Integrative Pharmacy,Pacific Palisades,321,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 5 1 5 0   W   S u n s e t   B l v d ' ,   ' P a c i f i c   P a l i s a d e s ,   C A   9 0 2 7 2 ' ,   ' U n i t e d   S t a t e s ' ]",Pharmacy,34.04587381662671,-118.5242070657646
929,4b82f4c8f964a52057ef30e3,Le Labo,Beverly Grove,427,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 3 8 5   W   3 r d   S t   ( O r l a n d o ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 4 8 ' ,   ' U n i t e d   S t a t e s ' ]",Cosmetics Shop,34.073098094877686,-118.37295984392576
930,4b8314b5f964a52069f630e3,SUBWAY,Exposition Park,476,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 9 7 4   S   F i g u e r o a   S t   ( a t   W   M a r t i n   L u t h e r   K i n g   J r   B l v d . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 7 ' ,   ' U n i t e d   S t a t e s ' ]",Sandwich Place,34.01181666961983,-118.2825421639276
931,4b8327d6f964a520c1fa30e3,El Pollo Loco,Westlake,297,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 0 3   S   A l v a r a d o   S t   ( n e a r   6 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 5 7 ' ,   ' U n i t e d   S t a t e s ' ]",Fast Food Restaurant,34.060599,-118.274412
932,4b83ff68f964a520531a31e3,Liborio Market #5,Beverly Park,472,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 3 1   W   3 r d   S t   ( a t   B o n n i e   B r a e   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 5 7 ' ,   ' U n i t e d   S t a t e s ' ]",Grocery Store,34.06221123984167,-118.26945121497556
933,4b844f05f964a520e02d31e3,Sonic,Western Heights,263,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 0 1   E   O v i l l a   R d   ( a t   S   H a m p t o n   R d ) ' ,   ' G l e n n   H e i g h t s ,   T X   7 5 1 5 4 ' ,   ' U n i t e d   S t a t e s ' ]",Fast Food Restaurant,32.5323351,-96.8537722
934,4b845136f964a520612e31e3,Raw Materials Art Supplies,Downtown,246,Flower District,309,Gallery Row,341,Jewelry District,465,Sonoratown ,298,none,none,none,none,none,none,none,none,"[ ' 6 4 5   S   L o s   A n g e l e s   S t   ( 7 t h   &   L o s   A n g e l e s ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 4 ' ,   ' U n i t e d   S t a t e s ' ]",Arts & Crafts Store,34.04366762961458,-118.25015991926192
935,4b847ceef964a520633831e3,Hard Rock Cafe Hollywood on Hollywood Blvd,Whitley Heights,428,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 8 0 1   H o l l y w o o d   B l v d   S t e   1 0 5 ' ,   ' H o l l y w o o d ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Theme Restaurant,34.102139,-118.340607
936,4b848e78f964a520913b31e3,Little Caesars Pizza,Sylmar,75,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 3 0 6 0   G l e n o a k s   B l v d   # 1 1 3 ' ,   ' S y l m a r ,   C A   9 1 3 4 2 ' ,   ' U n i t e d   S t a t e s ' ]",Pizza Place,34.308078,-118.449824
937,4b8585c4f964a5203c6331e3,Little Brother Sushi,Woodland Hills,321,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 2 1 4 0   V e n t u r a   B l v d ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 4 ' ,   ' U n i t e d   S t a t e s ' ]",Sushi Restaurant,34.16821476496925,-118.60931833553252
938,4b858e14f964a520316531e3,Quality Shoe Repair,West Los Angeles,358,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 1 4 2 7   S a n t a   M o n i c a   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 5 ' ,   ' U n i t e d   S t a t e s ' ]",Shoe Store,34.045862401749915,-118.45197070220333
939,4b85b253f964a5207f6d31e3,Anime Jungle 1st,Little Tokyo,267,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 1 9   E   2 n d   S t   S t e   1 0 3 ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Toy / Game Store,34.04940820143631,-118.2407489547442
940,4b85e241f964a520c87731e3,CVS pharmacy,Westwood Village,287,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 8 8 9   W e l l w o r t h   A v e   ( a t   W e s t w o o d   B l v d ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 4 ' ,   ' U n i t e d   S t a t e s ' ]",Pharmacy,34.05731084728169,-118.44251532486912
941,4b86d8eef964a52057a131e3,á la Mutt,Toluca Lake,356,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 2 1 4   R i v e r s i d e   D r   ( b t w n   S a n c o l a   &   F o r m a n ) ' ,   ' T o l u c a   L a k e ,   C A   9 1 6 0 2 ' ,   ' U n i t e d   S t a t e s ' ]",Pet Store,34.1518278153507,-118.35329719317969
942,4b86df85f964a5202ba331e3,Grand Performances,Bunker Hill,363,Historic Core,451,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 5 0   S   G r a n d   A v e   ( b t w n   3 r d   &   4 t h   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 7 1 ' ,   ' U n i t e d   S t a t e s ' ]",Music Venue,34.05179861273352,-118.2512193720685
943,4b87148bf964a52067af31e3,Tuesday Night Cafe,Brookside,385,Civic Center,385,Highland Park,385,Little Tokyo,155,Melrose Hill,385,Sun Valley,385,Victoria Park,385,none,none,none,none,"[ ' 1 2 0   J u d g e   J o h n   A i s o   S t   ( a t   1 s t   S t   &   S a n   P e d r o   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Music Venue,34.050900368684175,-118.2402889201882
944,4b87454bf964a52084b931e3,Electric Lodge,Venice,449,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 4 1 6   E l e c t r i c   A v e ' ,   ' V e n i c e ,   C A   9 0 2 9 1 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,33.9911404214468,-118.4650342546548
945,4b8749a5f964a5203dba31e3,Raleigh Studios -Charlie Chaplin Theater,Larchmont,269,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' L o s   A n g e l e s ,   C A   9 0 0 0 4 ' ,   ' U n i t e d   S t a t e s ' ]",Indie Movie Theater,34.082170304469834,-118.317106564547
946,4b87579ff964a52048bc31e3,"Ronny's Market, Liquor, Deli and Grill",Pacific Palisades,235,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 6 6 4 2   M a r q u e z   A v e   ( S u n s e t   B l v d . ) ' ,   ' P a c i f i c   P a l i s a d e s ,   C A   9 0 2 7 2 ' ,   ' U n i t e d   S t a t e s ' ]",Deli / Bodega,34.048980531170365,-118.52877185170986
947,4b87d39bf964a520f8cd31e3,7-Eleven,Chatsworth,387,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 1 9 2 5   D e v o n s h i r e   S t ' ,   ' C h a t s w o r t h ,   C A   9 1 3 1 1 ' ,   ' U n i t e d   S t a t e s ' ]",Convenience Store,34.257614356353,-118.605805522357
948,4b881c53f964a5208be031e3,Italian Cultural Institute,Westwood Village,262,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 2 3   H i l g a r d   A v e ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 4 ' ,   ' U n i t e d   S t a t e s ' ]",Art Gallery,34.0610141816334,-118.44211545871116
949,4b882aaaf964a5206ee431e3,D'amore's Pizza,Tarzana,428,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 8 6 6 3   V e n t u r a   B l v d   ( V e n t u r a   &   Y o l a n d a ) ' ,   ' T a r z a n a ,   C A   9 1 3 5 6 ' ,   ' U n i t e d   S t a t e s ' ]",Pizza Place,34.170808,-118.540099
950,4b883026f964a5200ee631e3,Emporium Thai,Westwood Village,267,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 2 7 5   W e s t w o o d   B l v d   ( b t w n   A s h t o n   &   W e l l w o r t h   A v e . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 4 ' ,   ' U n i t e d   S t a t e s ' ]",Thai Restaurant,34.05727385628646,-118.4430281380113
951,4b8839b3f964a520b4e831e3,Westfield Promenade,Warner Center,227,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 1 0 0   T o p a n g a   C a n y o n   B l v d   ( b t w n   E r w i n   &   O x n a r d ) ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Shopping Mall,34.18058961667653,-118.60334252996488
952,4b885e69f964a520a9f231e3,The Lounge & WET at W Hollywood,Hollywood,489,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 2 5 0   H o l l y w o o d   B l v d   ( a t   A r g y l e   A v e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Lounge,34.10082904030672,-118.325457572937
953,4b886383f964a52032f431e3,Taste of Brasil,El Sereno,497,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 8 4 0   H u n t i n g t o n   D r   S ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 2 ' ,   ' U n i t e d   S t a t e s ' ]",Brazilian Restaurant,34.085529,-118.178711
954,4b8876f6f964a520e8f931e3,Victoria's Secret PINK,Century City,415,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 0 2 5 0   S a n t a   M o n i c a   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Lingerie Store,34.059085799312925,-118.41859946595731
955,4b8889e0f964a52030ff31e3,Jade Wok,Chinatown,462,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 2 5   W   C o l l e g e   S t   # 1 0 9 ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Chinese Restaurant,34.06523216736524,-118.24059502891954
956,4b88a3b7f964a520230632e3,USA Hostels Hollywood,Hollywood,381,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 6 2 4   S c h r a d e r   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 8 ' ,   ' U n i t e d   S t a t e s ' ]",Hostel,34.10061728908014,-118.3321974467158
957,4b898991f964a520e13f32e3,Sandwich Saloon,San Pedro,86,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 1 3   S   G a f f e y   S t   ( b t w n   8 t h   S t .   &   9 t h   S t . ) ' ,   ' S a n   P e d r o ,   C A   9 0 7 3 1 ' ,   ' U n i t e d   S t a t e s ' ]",Sandwich Place,33.73659145364534,-118.29257531286513
958,4b89954af964a520bf4332e3,Yamazaki Bakery,Little Tokyo,279,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 2 3   J a p a n e s e   V i l l a g e   P l a z a   M a l l ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Bakery,34.04890043463065,-118.2401984733509
959,4b89a5abf964a520e24832e3,Rolling Greens,Baldwin Hills,289,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 9 5 2 8   J e f f e r s o n   B l v d   ( a t   D u q u e s n e   A v e ) ' ,   ' C u l v e r   C i t y ,   C A   9 0 2 3 2 ' ,   ' U n i t e d   S t a t e s ' ]",Flower Shop,34.017198654644034,-118.38479281372976
960,4b89d184f964a520aa4e32e3,The Raven Spa,Edendale,235,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 9 1 0   R o w e n a   A v e   ( a t   H e r k i m e r   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 9 ' ,   ' U n i t e d   S t a t e s ' ]",Yoga Studio,34.108102095894644,-118.2684098314971
961,4b89f478f964a520815832e3,Luckman Theatre,University Hills,434,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 1 5 1   S t a t e   U n i v e r s i t y   D r ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 2 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,34.06911186766706,-118.16881937054626
962,4b8a1e90f964a520bf6032e3,Michelle's Donut House,East Hollywood,97,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 4 8 6 2   S a n t a   M o n i c a   B l v d   ( E d g e m o n t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 2 9 ' ,   ' U n i t e d   S t a t e s ' ]",Donut Shop,34.090716841961026,-118.2956238027392
963,4b8c08a6f964a520cdb932e3,Lucky Stop No. 2 Liquor,Venice,482,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 3 6 0   A b b o t   K i n n e y   B l v d   ( a t   C a l i f o r n i a   A v e . ) ' ,   ' V e n i c e ,   C A   9 0 2 9 1 ' ,   ' U n i t e d   S t a t e s ' ]",Snack Place,33.99057959959857,-118.46599289797564
964,4b8c1f0df964a52032bf32e3,Queen's Bakery,Chinatown,258,Naud Junction,302,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 0 9   N   B r o a d w a y   ( b t w   A l p i n e   &   W   C o l l e g e ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Bakery,34.06265184904068,-118.2382807445692
965,4b8c22baf964a52009c032e3,Hop Li Seafood Restaurant,Chinatown,434,Naud Junction,480,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 2 6   A l p i n e   S t   ( a t   Y a l e   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Chinese Restaurant,34.06301804411398,-118.24047344885122
966,4b8c2ecff964a520bbc232e3,Bento Man,Harvard Heights,384,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 5 0 0   S   W e s t e r n   A v e   ( 1 5 t h   S t . ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 0 6 ' ,   ' U n i t e d   S t a t e s ' ]",Japanese Restaurant,34.04525665529563,-118.30899411831318
967,4b8c3eb1f964a5203ec632e3,SUBWAY,Pacific Palisades,98,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 5 3 0 2   W   S u n s e t   B l v d   ( a t   S w a r t h m o r e   A v e . ) ' ,   ' P a c i f i c   P a l i s a d e s ,   C A   9 0 2 7 2 ' ,   ' U n i t e d   S t a t e s ' ]",Sandwich Place,34.047221507758735,-118.5261336903274
968,4b8c4d6af964a5206dc932e3,Staples,Westchester,455,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 7 0 4   S o u t h   S e p u l v e d a   B l v d .   ( L a   T i j e r a ) ' ,   ' W e s t c h e s t e r ,   C A   9 0 0 4 5 ' ,   ' U n i t e d   S t a t e s ' ]",Paper / Office Supplies Store,33.9583679,-118.3959836
969,4b8c7066f964a520ded032e3,The Urban Pet,Fairfax,342,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 7 5 1 5   B e v e r l y   B l v d ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 6 ' ,   ' U n i t e d   S t a t e s ' ]",Pet Store,34.076366248592684,-118.35386193597996
970,4b8d60f5f964a5202df832e3,Nick's Cafe,Chinatown,352,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 3 0 0   N   S p r i n g   S t   ( a t   W   E l   M y r a   S t ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Diner,34.06606321216477,-118.23315195447726
971,4b8d77d9f964a52078fd32e3,International Food Court,Sonoratown ,316,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 9 4 2   S   L o s   A n g e l e s   S t   ( b t w n   9 t h   &   O l y m p i c ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 5 ' ,   ' U n i t e d   S t a t e s ' ]",Food Court,34.03972985200456,-118.25479167349492
972,4b8f1f70f964a520224a33e3,CVS pharmacy,Westchester,358,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 6 0 1   S   S e p u l v e d a   B l v d   ( M a n c h e s t e r ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 4 5 ' ,   ' U n i t e d   S t a t e s ' ]",Pharmacy,33.95965720828686,-118.39675351562111
973,4b8f6772f964a520955333e3,Sunset Junction,Sunset Junction,63,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' L o s   A n g e l e s ,   C A   9 0 0 2 9 ' ,   ' U n i t e d   S t a t e s ' ]",Neighborhood,34.09218794160366,-118.28038660554547
974,4b8ff188f964a520286b33e3,Las Anitas,Naud Junction,298,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 6   O l v e r a   S t   ( A l a m e d a   &   C e s a r   C h a v e z ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Mexican Restaurant,34.05809086355547,-118.23743645513603
975,4b902735f964a520da7833e3,California Tikka Chicken,Lake Balboa,154,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 6 9 3 5   V a n o w e n   S t ' ,   ' L a k e   B a l b o a ,   C A   9 1 4 0 6 ' ,   ' U n i t e d   S t a t e s ' ]",Middle Eastern Restaurant,34.194158592753496,-118.50267318658742
976,4b903315f964a520d17b33e3,Foot Inspiration,Sherman Oaks,358,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 4 3 2 2   V e n t u r a   B l v d ' ,   ' S h e r m a n   O a k s ,   C A   9 1 4 2 3 ' ,   ' U n i t e d   S t a t e s ' ]",Massage Studio,34.15017247190787,-118.44518921346098
977,4b904e51f964a520f98233e3,Triforium,Little Tokyo,411,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' N   M a i n   S t   a t   E   T e m p l e   S t   ( a t   L o s   A n g e l e s   M a l l ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 2 ' ,   ' U n i t e d   S t a t e s ' ]",Sculpture Garden,34.05408166391527,-118.2411289215088
978,4b9067cef964a5209c8833e3,Natraliart Jamaican Restaurant,Arlington Heights,427,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 3 4 2 6   W   W a s h i n g t o n   B l v d   ( 5 t h ) ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 8 ' ,   ' U n i t e d   S t a t e s ' ]",Restaurant,34.03974971881681,-118.3223915784487
979,4b909a5cf964a520d59133e3,Art Share LA,Arts District,419,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 8 0 1   E   4 t h   S t ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 1 3 ' ,   ' U n i t e d   S t a t e s ' ]",Art Gallery,34.04466169455135,-118.2363508057356
980,4b915a11f964a52066b533e3,Los Angeles Toy District,Downtown,479,Skid Row,307,Toy District,60,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' L o s   A n g e l e s ,   C A ' ,   ' U n i t e d   S t a t e s ' ]",Neighborhood,34.046609259334005,-118.24512734275386
981,4b917ad2f964a5209fbf33e3,Subway,Woodland Hills,119,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 4 2 6   T o p a n g a   C a n y o n   B l v d   ( a t   C l a r e n d o n   S t ) ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Sandwich Place,34.1694647,-118.6054785
982,4b91af14f964a520b9cf33e3,Wells Fargo,Warner Center,418,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 0 0 1   T o p a n g a   C a n y o n   B l v d   ( a t   O x n a r d   S t . ) ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 6 7 ' ,   ' U n i t e d   S t a t e s ' ]",Bank,34.1795235,-118.6060469
983,4b91c513f964a5201ad633e3,Eclectic Company Theatre,Laurel Canyon,151,Valley Village,378,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 5 3 1 2   L a u r e l   C a n y o n   B l v d   ( a t   C h a n d l e r   B l v d ) ' ,   ' V a l l e y   V i l l a g e ,   C A   9 1 6 0 7 ' ,   ' U n i t e d   S t a t e s ' ]",Theater,34.16710762543206,-118.3962694768102
984,4b91c55bf964a52034d633e3,Smart & Final,Boyle Heights,425,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 2 3 0 8   E .   4 t h   S t r e e t ' ,   ' L o s   A n g e l e s ,   C A   9 0 0 3 3 ' ,   ' U n i t e d   S t a t e s ' ]",Grocery Store,34.04084926122617,-118.21286336525112
985,4b91e5acf964a5203fde33e3,Total Woman Gym + Spa,Warner Center,218,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 6 0 0   T o p a n g a   C a n y o n   B l v d   # 1 8 3 H ' ,   ' W o o d l a n d   H i l l s ,   C A   9 1 3 0 3 ' ,   ' U n i t e d   S t a t e s ' ]",Gym,34.18096460677435,-118.6025675529784
986,4b929033f964a520a20434e3,Original Tommy's Hamburgers,Van Nuys,235,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 4 6 0 1   V i c t o r y   B l v d   ( a t   V e s p e r   A v e . ) ' ,   ' V a n   N u y s ,   C A   9 1 4 1 1 ' ,   ' U n i t e d   S t a t e s ' ]",Burger Joint,34.186782411226766,-118.45121667938425
987,4b92a467f964a520d50c34e3,El Tarasco,Sylmar,54,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 3 0 3 9   G l e n o a k s   B l v d ' ,   ' S y l m a r ,   C A   9 1 3 4 2 ' ,   ' U n i t e d   S t a t e s ' ]",Food,34.30739495339775,-118.44974041381197
988,4b92e7c9f964a520e82534e3,Bed Bath & Beyond,Canoga Park,182,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 6 5 3 0   C a n o g a   A v e   ( a t   V i c t o r y   B l v d ) ' ,   ' C a n o g a   P a r k ,   C A   9 1 3 0 3 ' ,   ' U n i t e d   S t a t e s ' ]",Furniture / Home Store,34.1894653,-118.5954422
989,4b9308daf964a520503034e3,Monster Thai,Sherman Village,59,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"[ ' 1 2 9 2 0   R i v e r s i d e   D r   ( C o l d w a t e r   C a n y o n ) ' ,   ' S h e r m a n   O a k s ,   C A   9 1 4 2 3 ' ,   ' U n i t e d   S t a t e s ' ]",Thai Restaurant,34.15750480051799,-118.41448111795188
